X_LEFT_ANKLE,X_LEFT_ELBOW,X_LEFT_FOOT_INDEX,X_LEFT_HEEL,X_LEFT_HIP,X_LEFT_INDEX,X_LEFT_KNEE,X_LEFT_PINKY,X_LEFT_SHOULDER,X_LEFT_THUMB,X_LEFT_WRIST,X_RIGHT_ANKLE,X_RIGHT_ELBOW,X_RIGHT_FOOT_INDEX,X_RIGHT_HEEL,X_RIGHT_HIP,X_RIGHT_INDEX,X_RIGHT_KNEE,X_RIGHT_PINKY,X_RIGHT_SHOULDER,X_RIGHT_THUMB,X_RIGHT_WRIST,Y_LEFT_ANKLE,Y_LEFT_ELBOW,Y_LEFT_FOOT_INDEX,Y_LEFT_HEEL,Y_LEFT_HIP,Y_LEFT_INDEX,Y_LEFT_KNEE,Y_LEFT_PINKY,Y_LEFT_SHOULDER,Y_LEFT_THUMB,Y_LEFT_WRIST,Y_RIGHT_ANKLE,Y_RIGHT_ELBOW,Y_RIGHT_FOOT_INDEX,Y_RIGHT_HEEL,Y_RIGHT_HIP,Y_RIGHT_INDEX,Y_RIGHT_KNEE,Y_RIGHT_PINKY,Y_RIGHT_SHOULDER,Y_RIGHT_THUMB,Y_RIGHT_WRIST,Visibility_LEFT_ANKLE,Visibility_LEFT_ELBOW,Visibility_LEFT_FOOT_INDEX,Visibility_LEFT_HEEL,Visibility_LEFT_HIP,Visibility_LEFT_INDEX,Visibility_LEFT_KNEE,Visibility_LEFT_PINKY,Visibility_LEFT_SHOULDER,Visibility_LEFT_THUMB,Visibility_LEFT_WRIST,Visibility_RIGHT_ANKLE,Visibility_RIGHT_ELBOW,Visibility_RIGHT_FOOT_INDEX,Visibility_RIGHT_HEEL,Visibility_RIGHT_HIP,Visibility_RIGHT_INDEX,Visibility_RIGHT_KNEE,Visibility_RIGHT_PINKY,Visibility_RIGHT_SHOULDER,Visibility_RIGHT_THUMB,Visibility_RIGHT_WRIST,Image,Label
439.47696685791016,268.68892669677734,454.54627990722656,448.4471893310547,326.62303924560547,297.5033187866211,385.7891845703125,297.5177383422852,242.71854400634768,295.23019790649414,295.4435157775879,379.92454528808594,214.26109313964844,402.4275970458984,369.42779541015625,325.7215118408203,214.57569122314453,361.36341094970703,210.60630798339844,236.23416900634768,217.8067398071289,211.8561172485352,271.0843563079834,247.82727241516116,258.37268829345703,279.7792625427246,266.4840030670166,248.0188751220703,260.92844009399414,244.38700675964355,267.7899742126465,249.1874313354492,248.2237243652344,287.1655941009521,263.00045013427734,289.7707271575928,298.73823165893555,276.08036041259766,272.70578384399414,222.0217323303223,269.8671340942383,283.66567611694336,268.9625358581543,267.06865310668945,0.9249483346939088,0.0406242758035659,0.9502628445625304,0.9008293747901917,0.9998058676719666,0.0962259918451309,0.7530874609947205,0.0864122584462165,0.9988075494766236,0.1037905067205429,0.0592825897037982,0.987655758857727,0.9934870004653932,0.9854695796966552,0.969825804233551,0.9994211196899414,0.5478753447532654,0.993070423603058,0.5767819285392761,0.9982324242591858,0.5418394207954407,0.7293489575386047,fall001.jpg,Fall
451.75777435302734,244.66466903686523,486.6664505004883,423.8522720336914,334.6583557128906,309.9249649047852,407.43534088134766,306.57129287719727,184.2390251159668,309.39510345458984,297.2190475463867,534.2786407470703,308.2286071777344,572.6028442382812,547.1359252929688,349.2986297607422,380.15743255615234,438.2463836669922,383.5612106323242,234.6723747253418,375.22159576416016,367.1559143066406,285.96302032470703,244.7163963317871,299.7304344177246,302.5294017791748,230.6538677215576,224.00945663452148,187.13976860046387,222.8583812713623,244.37976837158203,227.2972297668457,237.3901605606079,250.8489990234375,318.75014305114746,221.99180603027344,261.4435386657715,269.74316596984863,360.5417060852051,253.1808185577393,359.30617332458496,301.83125495910645,355.25341987609863,346.73681259155273,0.9085646867752076,0.0800055712461471,0.9350312948226928,0.8803616166114807,0.9995745420455932,0.1293816417455673,0.7685360312461853,0.1191548630595207,0.9988471865653992,0.1400378197431564,0.0999629497528076,0.9862494468688964,0.9935464859008788,0.9838594198226928,0.9627949595451356,0.999384880065918,0.5913975238800049,0.9896419644355774,0.6172337532043457,0.9984041452407836,0.5859909057617188,0.7556395530700684,fall003.jpg,Fall
583.1050491333008,381.3668823242188,613.9523315429688,593.2693481445312,409.6045684814453,332.4962615966797,505.87963104248047,352.17987060546875,283.24655532836914,332.600212097168,357.5495910644531,535.8010101318359,308.22763442993164,565.3422164916992,548.360481262207,375.030517578125,282.3752212524414,456.7312240600586,284.8212242126465,233.895206451416,288.7703323364258,293.7479591369629,102.20999479293825,214.9385404586792,123.33061695098876,82.41959810256958,214.806489944458,321.60080909729004,184.4439697265625,321.3328456878662,241.70811653137207,315.2661323547363,305.75560569763184,81.90158128738403,245.36370277404785,87.32547998428345,66.85526132583618,222.5405788421631,311.34324073791504,153.42623233795166,305.01694679260254,257.8356456756592,308.0097770690918,293.48419189453125,0.8971525430679321,0.1654279679059982,0.9070518016815186,0.8676243424415588,0.9995786547660828,0.188208669424057,0.7621842622756958,0.1803919374942779,0.9989110827445984,0.1864290088415146,0.1713197380304336,0.928223192691803,0.8958631753921509,0.9201536774635316,0.9102052450180054,0.999375820159912,0.5422013401985168,0.904992699623108,0.5658725500106812,0.99848610162735,0.5386137366294861,0.6861657500267029,fall004.jpg,Fall
488.5110855102539,320.1552963256836,534.200325012207,520.5175018310547,366.1173248291016,328.1448745727539,392.1099853515625,337.34153747558594,243.53214263916016,327.64434814453125,336.0262680053711,457.3822021484375,288.8606643676758,499.1206741333008,467.2006988525391,351.15516662597656,372.4077224731445,378.7434387207031,365.1219940185547,230.4249382019043,369.6088409423828,347.2863006591797,190.930495262146,194.54931735992432,149.8744010925293,106.90050601959229,214.0938663482666,196.438422203064,244.77089881896973,188.8902282714844,209.2513418197632,201.01447105407715,192.9387187957764,261.3225173950196,341.92577362060547,279.48291778564453,250.04508018493647,246.0344409942627,391.6754150390625,282.80837059021,403.8072681427002,291.6746234893799,373.7643527984619,380.7095432281494,0.8261190056800842,0.1583214402198791,0.8413936495780945,0.814423143863678,0.9995941519737244,0.1838581562042236,0.7150047421455383,0.1755764931440353,0.9986121654510498,0.1841089874505996,0.168177843093872,0.8506625294685364,0.8940697312355042,0.84754478931427,0.8396083116531372,0.9994137287139891,0.5766504406929016,0.8320767283439636,0.5964863300323486,0.9986008405685424,0.5730257034301758,0.7089717388153076,fall005.jpg,Fall
487.3015975952149,333.87725830078125,513.9909744262695,499.2194366455078,417.5815582275391,251.6929054260254,423.6069488525391,268.1612014770508,265.80810546875,258.11254501342773,281.4435386657715,479.8322296142578,355.6092071533203,520.5332565307617,490.6736755371094,397.18299865722656,305.728702545166,407.0098876953125,321.6344451904297,250.88632583618164,309.8171615600586,325.6305313110352,265.6438064575196,93.60485315322876,318.5507297515869,249.75231170654297,143.60196590423584,163.08753490447998,220.43725490570068,164.58483695983887,111.24934673309326,162.78631210327148,148.47909450531006,323.0050277709961,273.7349796295166,359.2610263824463,320.6712055206299,210.62573432922363,245.0439548492432,274.5414733886719,248.1595230102539,244.81801986694336,239.35007572174072,251.67614936828613,0.820414662361145,0.1974011659622192,0.8290011286735535,0.8064029216766357,0.999460518360138,0.194125086069107,0.72666996717453,0.1878841668367386,0.9982722997665404,0.1975751519203186,0.1841384321451187,0.8444218635559082,0.8924345374107361,0.833133339881897,0.8281733393669128,0.999342679977417,0.5830711722373962,0.8216863870620728,0.603166937828064,0.9987067580223083,0.5805036425590515,0.7150759100914001,fall006.jpg,Fall
197.0749473571777,329.73876953125,137.92340278625488,198.31514358520508,403.1198501586914,367.2771453857422,232.35418319702148,368.25138092041016,267.6761245727539,367.8923034667969,361.30821228027344,466.74800872802734,383.7721633911133,486.920166015625,474.8505783081055,411.2924575805664,417.3066329956055,406.6661071777344,424.30908203125,308.56204986572266,412.5054168701172,413.45462799072266,330.3332805633545,188.2656097412109,338.6720466613769,345.1981830596924,207.25542068481445,221.0066556930542,270.1764106750488,216.0870695114136,175.7071352005005,223.47610473632807,210.70248126983645,289.0551853179932,267.91394233703613,292.5543594360352,285.4757022857666,226.17719650268555,278.96135330200195,277.2710609436035,278.41870307922363,238.75781536102292,276.93368911743164,278.0976963043213,0.827720582485199,0.1942108422517776,0.8291009664535522,0.810581386089325,0.9994903802871704,0.206967294216156,0.742132842540741,0.2032529562711715,0.9984257221221924,0.2104513049125671,0.187207743525505,0.8538932800292969,0.8105089068412781,0.8447039127349854,0.8405894041061401,0.9994040727615356,0.5510113835334778,0.8364494442939758,0.5692950487136841,0.9988294839859008,0.5486159920692444,0.6582940220832825,fall007.jpg,Fall
93.37992668151855,354.76673126220703,52.14315414428711,91.10438346862792,224.8539924621582,408.70235443115234,176.8391227722168,398.29498291015625,422.1620941162109,407.3542785644531,403.17665100097656,220.89275360107425,413.5208129882813,190.32066345214844,215.27626037597656,281.3386917114258,400.2494812011719,294.0010643005371,396.875,473.3077239990234,404.4179534912109,412.3751449584961,201.68068885803223,176.1197805404663,211.9232654571533,229.8043727874756,254.556941986084,198.67295265197757,96.9327449798584,186.79959297180176,265.78617095947266,198.79752159118647,186.70297622680664,180.1921033859253,227.0455026626587,175.31275749206543,206.00506782531735,257.15246200561523,195.1051568984985,108.41917991638184,184.0070629119873,285.2172374725342,203.6114501953125,194.9859523773193,0.842095673084259,0.2724731266498565,0.8411428928375244,0.8266587257385254,0.9995347261428832,0.2573048174381256,0.767265260219574,0.2509451806545257,0.9985578656196594,0.2612721621990204,0.240642711520195,0.7963181138038635,0.7630259394645691,0.7954404354095459,0.791426956653595,0.9994239807128906,0.5301010012626648,0.7996313571929932,0.5454649925231934,0.9988856315612792,0.5285400152206421,0.6199141144752502,fall009.jpg,Fall
211.23241424560547,347.41878509521484,252.5484085083008,190.88451385498047,165.66486358642578,386.78844451904297,243.6795234680176,396.8621063232422,315.88754653930664,371.9886016845703,377.0403289794922,146.08449935913086,218.7721824645996,189.0680694580078,126.08519554138184,115.8186149597168,296.4006042480469,187.12772369384768,287.4618911743164,227.72859573364255,292.79733657836914,276.4113998413086,278.23511123657227,210.74376583099365,323.3762741088867,295.4428482055664,144.44814205169678,326.7491626739502,181.58391952514648,318.581485748291,138.1010913848877,320.74427604675293,302.8936958312988,377.0376491546631,258.32067489624023,419.04513359069824,394.7697544097901,169.74658012390137,341.85959815979004,249.36335563659668,349.17646408081055,184.59764957427976,337.30213165283203,335.6516361236572,0.7730954885482788,0.2751010954380035,0.7817167043685913,0.7625702023506165,0.999480128288269,0.3104189932346344,0.7018074989318848,0.3027933239936828,0.9983198642730712,0.3113596737384796,0.2965342104434967,0.8135939240455627,0.7834651470184326,0.8109920620918274,0.8061439394950867,0.9994681477546692,0.5730636119842529,0.8173512816429138,0.5871750712394714,0.9988364577293396,0.5700187683105469,0.6559711694717407,fall010.jpg,Fall
403.9947509765625,344.5403289794922,422.41825103759766,394.6486282348633,292.07895278930664,273.57738494873047,402.27169036865234,277.710075378418,332.07916259765625,277.0438766479492,296.8599319458008,218.0733871459961,319.0384292602539,229.73987579345703,216.46255493164065,236.63679122924805,269.09420013427734,229.4517135620117,272.1542739868164,362.5996780395508,274.3878173828125,291.10464096069336,199.8711633682251,201.14981174468997,208.766827583313,190.0423622131348,139.27438259124756,270.90145111083984,197.3933172225952,273.02287101745605,138.6979579925537,263.07909965515137,255.96450805664065,207.2740173339844,189.2592716217041,255.85644721984863,191.13686084747317,116.185941696167,271.06295585632324,181.2207555770874,266.6502857208252,108.63157510757446,271.66608810424805,267.39312171936035,0.7324415445327759,0.3120076358318329,0.7456675171852112,0.7291013598442078,0.9994932413101196,0.3624547123908996,0.6789013743400574,0.3541700541973114,0.9984832406044006,0.363640159368515,0.349672257900238,0.7977705001831055,0.7754895687103271,0.7927398085594177,0.8026953339576721,0.9994900226593018,0.573662281036377,0.8226311206817627,0.5850021243095398,0.99894517660141,0.5734755992889404,0.6497361660003662,fall011.jpg,Fall
58.76282215118408,371.6887664794922,6.536386013031006,47.75189399719238,261.52698516845703,364.6950149536133,160.68519592285156,349.12086486816406,408.6137390136719,366.0773468017578,355.0690078735352,35.61411380767822,360.8648300170898,-14.307026863098145,20.73704481124878,242.81774520874023,394.7018051147461,142.8575611114502,384.8160552978516,365.9441375732422,393.7027740478516,339.33631896972656,246.6155433654785,341.4078998565674,248.483304977417,222.78076171875,263.0437088012696,357.9166030883789,295.475378036499,366.6838359832764,282.72088050842285,351.3708686828613,358.2278823852539,214.21063899993896,145.67130088806152,239.6984338760376,194.35750007629397,168.6765718460083,160.87862491607666,208.41925621032715,157.49844074249268,169.45481300354004,162.83154487609863,154.84415531158447,0.7043512463569641,0.3605974614620209,0.7064095735549927,0.6913847923278809,0.9976816177368164,0.397951066493988,0.6943901181221008,0.3896371722221374,0.9985580444335938,0.4004209637641907,0.3922489881515503,0.774563193321228,0.7833074927330017,0.7592530250549316,0.7568656802177429,0.9984432458877563,0.5913890600204468,0.8222700357437134,0.600784420967102,0.99897438287735,0.591245710849762,0.6625894904136658,fall012.jpg,Fall
