Image,Joint,X,Y,Visibility,Box_Width,Box_Height
fall001.jpg,LEFT_SHOULDER,242.71854400634766,267.7899742126465,0.9988075494766235,243.93997192382812,76.71649932861328
fall001.jpg,RIGHT_SHOULDER,236.23416900634766,283.66567611694336,0.9982324242591858,243.93997192382812,76.71649932861328
fall001.jpg,LEFT_ELBOW,268.68892669677734,247.82727241516113,0.04062427580356598,243.93997192382812,76.71649932861328
fall001.jpg,RIGHT_ELBOW,214.26109313964844,263.00045013427734,0.9934870004653931,243.93997192382812,76.71649932861328
fall001.jpg,LEFT_WRIST,295.4435157775879,248.22372436523438,0.059282589703798294,243.93997192382812,76.71649932861328
fall001.jpg,RIGHT_WRIST,211.85611724853516,267.06865310668945,0.7293489575386047,243.93997192382812,76.71649932861328
fall001.jpg,LEFT_PINKY,297.51773834228516,244.38700675964355,0.08641225844621658,243.93997192382812,76.71649932861328
fall001.jpg,RIGHT_PINKY,210.60630798339844,269.8671340942383,0.5767819285392761,243.93997192382812,76.71649932861328
fall001.jpg,LEFT_INDEX,297.5033187866211,248.0188751220703,0.09622599184513092,243.93997192382812,76.71649932861328
fall001.jpg,RIGHT_INDEX,214.57569122314453,272.70578384399414,0.5478753447532654,243.93997192382812,76.71649932861328
fall001.jpg,LEFT_THUMB,295.23019790649414,249.18743133544922,0.10379050672054291,243.93997192382812,76.71649932861328
fall001.jpg,RIGHT_THUMB,217.8067398071289,268.9625358581543,0.5418394207954407,243.93997192382812,76.71649932861328
fall001.jpg,LEFT_HIP,326.62303924560547,266.4840030670166,0.9998058676719666,243.93997192382812,76.71649932861328
fall001.jpg,RIGHT_HIP,325.7215118408203,276.08036041259766,0.9994211196899414,243.93997192382812,76.71649932861328
fall001.jpg,LEFT_KNEE,385.7891845703125,260.92844009399414,0.7530874609947205,243.93997192382812,76.71649932861328
fall001.jpg,RIGHT_KNEE,361.36341094970703,222.02173233032227,0.9930704236030579,243.93997192382812,76.71649932861328
fall001.jpg,LEFT_ANKLE,439.47696685791016,271.0843563079834,0.9249483346939087,243.93997192382812,76.71649932861328
